filingDate,patentNumber
24/05/2016,20170346639
31/05/2016,20170344981
26/05/2016,20170347253
26/05/2016,20170345011
26/05/2016,20170346907
28/06/2011,9830642
26/04/2014,9830593
29/04/2016,9830569
22/03/2017,20170337765
20/05/2016,20170337552
31/03/2017,20170337534
21/04/2017,20170338963
31/07/2017,20170329996
16/11/2015,20170330279
14/04/2017,20170330179
11/05/2017,20170330174
11/05/2017,20170329943
13/05/2016,20170329980
11/05/2016,20170331810
13/05/2016,20170331896
14/04/2017,20170330180
10/05/2017,20170331635
11/03/2013,9817828
13/08/2013,9818109
04/06/2014,9818092
06/05/2016,20170323294
03/05/2016,20170324738
09/05/2016,20170323276
05/05/2016,20170323392
03/05/2016,20170324711
07/10/2015,9811576
30/10/2015,9811506
02/02/2013,20170318344
04/11/2015,20170316394
17/07/2017,20170316162
17/04/2017,20170316497
28/04/2017,20170317997
13/06/2016,20170316391
25/04/2017,20170317828
29/07/2015,9807577
07/10/2015,20170308872
05/12/2016,20170308070
30/01/2017,20170310653
25/04/2016,20170308552
25/08/2016,20170308893
05/07/2016,20170307387
21/02/2016,9795694
30/09/2015,20170302688
21/09/2015,20170300877
21/09/2015,20170300875
30/06/2017,20170300928
13/04/2016,20170300627
17/04/2017,20170302460
22/08/2016,20170301047
12/04/2017,20170300876
29/07/2015,9794232
08/04/2015,9794599
06/04/2017,20170295021
27/05/2016,20170293669
27/06/2017,20170295411
03/10/2016,20170295157
27/05/2016,20170295023
11/04/2016,20170293898
06/04/2016,20170295180
22/05/2017,20170286880
29/03/2017,20170287068
31/03/2017,20170289111
07/05/2017,20170285720
26/05/2016,20170286951
31/03/2017,20170287090
28/03/2016,20170279783
28/03/2016,20170279818
25/03/2016,20170278100
24/03/2016,20170279611
23/03/2016,20170278080
28/03/2016,20170279774
28/03/2016,20170277909
28/03/2016,20170278168
23/07/2015,9775131
16/05/2017,9774578
18/03/2016,20170270428
17/03/2016,20170270527
01/12/2016,20170270492
17/02/2017,20170272248
16/03/2017,20170270324
18/03/2016,20170270590
18/03/2016,20170270534
21/03/2016,20170272444
28/05/2015,20170262538
30/01/2017,20170264428
23/12/2016,20170262862
08/10/2015,20170255935
04/03/2016,20170257284
03/03/2017,20170255912
06/01/2017,20170257388
23/05/2017,20170256003
03/03/2017,20170257358
08/03/2016,9753934
01/06/2016,9756490
10/09/2015,20170249606
30/11/2016,20170249642
12/05/2017,20170250815
16/08/2016,20170249482
01/05/2013,9749374
12/09/2016,9747586
27/03/2015,20170244608
28/04/2016,20170243176
29/10/2015,20170242475
24/02/2017,20170244909
04/08/2016,20170243179
27/01/2017,20170243216
24/02/2017,20170243239
06/11/2015,20170243175
18/02/2016,20170243289
09/06/2016,20170243241
15/07/2016,20170243193
09/09/2013,9740917
05/02/2014,9740766
11/02/2016,20170236121
10/02/2017,20170235970
03/05/2017,20170232300
15/02/2017,20170236123
17/02/2016,20170237723
04/05/2017,20170236094
31/05/2016,20170236120
10/02/2017,20170236104
03/10/2016,20170237554
15/02/2017,20170236143
04/05/2017,20170236196
16/02/2016,20170237569
16/02/2016,20170237570
17/02/2016,20170237700
28/04/2017,20170237829
20/11/2015,9734628
23/07/2014,9734250
19/05/2015,9735958
06/03/2015,20170228705
21/10/2015,20170228554
23/03/2017,20170228822
03/02/2017,20170230189
03/02/2017,20170229102
02/02/2017,20170228371
09/02/2016,20170228731
20/02/2014,9728080
27/01/2017,20170221022
27/01/2017,20170221053
02/02/2017,20170221288
30/01/2017,20170221449
28/01/2016,20170220644
12/12/2016,20170221029
27/01/2017,20170220815
29/01/2016,20170221021
28/01/2016,20170220976
12/04/2017,20170221052
24/01/2017,20170214701
10/04/2017,20170213287
26/01/2017,20170213289
24/01/2016,20170213198
09/01/2017,20170214522
21/01/2016,20170213209
22/01/2016,20170213210
26/01/2016,20170212781
13/01/2017,20170206522
15/01/2016,20170206382
20/01/2017,20170206604
31/03/2017,20170206523
19/01/2017,20170206278
31/05/2008,9712321
22/10/2012,9710944
13/11/2015,9712556
31/07/2013,9711152
08/09/2014,9710808
06/07/2015,20170201653
07/01/2017,20170200147
30/03/2012,9703950
18/06/2014,9703801
30/10/2014,9704143
18/06/2014,9705986
06/11/2014,9703982
10/11/2014,9705567
19/12/2016,20170193464
05/01/2017,20170195747
15/06/2015,20170185998
05/05/2015,20170187535
28/12/2016,20170186015
13/03/2017,20170185981
25/12/2016,20170185805
14/01/2014,9691032
12/02/2015,20170178205
10/03/2015,20170178237
22/12/2015,20170180128
21/12/2015,20170180134
16/12/2015,20170178263
01/03/2017,20170173262
17/12/2015,20170178417
18/12/2015,20170178127
03/10/2016,20170177855
18/12/2015,20170178125
16/12/2015,20170177898
17/03/2016,20170178236
21/02/2017,20170169598
12/12/2016,20170169363
09/12/2015,20170171322
07/12/2015,9679289
24/11/2014,9680779
18/09/2015,9678938
17/06/2014,9679073
12/03/2015,9679275
09/07/2014,9678982
26/01/2016,9679276
07/12/2015,20170161734
26/02/2016,9672372
02/02/2015,9674274
06/07/2010,9672225
22/08/2016,9672532
31/01/2014,9672261
18/04/2014,9672499
19/02/2016,9674580
30/11/2016,20170154101
30/11/2016,20170154331
03/12/2015,20170155515
24/11/2015,20170148016
08/02/2017,20170149560
20/11/2015,20170148009
21/10/2016,20170149819
19/11/2015,20170147808
23/11/2016,20170147975
13/12/2016,20170140374
05/06/2015,20170140380
29/01/2017,20170140145
15/11/2015,20170140375
14/11/2016,20170139895
16/11/2015,20170140371
16/11/2015,20170140408
18/11/2015,20170140394
16/02/2006,9654456
03/10/2014,9652485
29/08/2016,20170132616
19/09/2016,20170134350
12/06/2015,20170134765
05/11/2015,20170132626
05/11/2015,20170132625
07/11/2016,20170132621
10/11/2015,20170131988
07/11/2016,20170134161
10/11/2016,20170132393
11/02/2016,20170132630
23/11/2015,20170132636
11/11/2015,20170132635
25/01/2017,20170132707
30/07/2013,9648029
05/01/2016,9645604
11/11/2014,9648015
19/08/2016,20170124460
27/03/2014,20170124534
13/01/2017,20170126702
11/01/2017,20170124562
28/10/2016,20170124535
04/11/2015,20170124647
19/05/2010,9639513
06/06/2014,9639551
02/01/2014,9639635
18/02/2015,9641799
12/03/2015,9641338
12/02/2002,20170116431
24/10/2016,20170116694
27/10/2016,20170116693
22/10/2015,20170116608
01/09/2016,20170115976
14/05/2009,9633505
09/03/2011,9635048
25/05/2016,9635000
16/10/2015,20170109391
14/07/2016,20170109735
19/10/2016,20170109955
13/04/2016,20170109748
30/12/2016,20170109479
20/10/2015,20170109715
30/12/2016,20170109744
16/12/2005,9626366
18/06/2014,9628551
22/12/2016,20170103391
21/12/2016,20170103472
22/12/2016,20170103167
13/10/2015,20170103458
18/06/2013,9619487
02/10/2015,20170098216
02/10/2015,20170098217
05/10/2015,20170098222
03/10/2016,20170098291
10/01/2012,9614872
14/03/2016,9615082
17/11/2015,9613191
12/12/2016,20170094226
12/03/2015,20170091750
08/12/2016,20170091397
13/07/2016,20170091756
26/09/2016,20170093772
07/09/2016,20170091726
24/07/2015,9608829
31/03/2015,20170085328
21/09/2015,20170083867
13/07/2016,20170083907
18/09/2015,20170083910
23/09/2016,20170084118
19/09/2016,20170085568
14/07/2016,20170085545
13/07/2016,20170085555
10/04/2009,9598688
28/11/2016,20170078303
16/11/2016,20170078097
09/09/2016,20170076752
16/09/2015,20170075877
28/11/2016,20170075941
14/09/2015,20170075938
14/09/2015,20170078493
12/09/2016,9595296
25/01/2016,9596569
22/05/2014,9595034
12/09/2016,20170069024
08/09/2015,20170069011
08/03/2011,9589140
17/07/2015,20170061396
19/06/2015,20170061398
31/08/2015,20170063553
23/04/2015,20170063550
26/08/2015,20170060600
11/04/2016,20170054611
19/08/2015,20170053431
05/08/2016,20170052676
13/05/2016,9578035
29/08/2014,9576428
24/11/2015,9578474
25/10/2016,20170046797
09/11/2015,20170046698
14/07/2016,20170046689
29/06/2016,20170046230
14/07/2016,20170048209
13/08/2016,20170048181
14/07/2016,20170048235
14/07/2016,20170048234
30/06/2014,9569445
06/06/2016,9569771
21/08/2008,9569875
14/07/2016,20170039568
07/08/2015,20170041346
18/10/2016,20170041148
29/07/2016,20170034197
07/04/2015,20170032434
17/10/2016,20170034182
17/10/2016,20170033932
28/07/2016,20170032365
28/07/2015,20170031874
25/07/2016,20170031676
03/10/2016,20170024802
31/03/2015,20170024832
22/07/2015,20170024813
22/07/2015,20170024766
20/07/2015,20170024762
18/11/2014,9552369
16/12/2015,9553982
17/06/2016,20170019427
05/03/2015,20170018008
14/07/2015,20170017936
14/07/2015,20170017955
14/07/2015,20170017954
23/09/2016,20170013011
10/11/2015,20170010865
16/03/2016,20170011392
30/06/2016,20170011460
23/09/2013,9542560
07/05/2007,9542542
10/06/2015,9542683
16/12/2013,20170006095
01/07/2016,20170005804
01/09/2016,20170004496
01/07/2016,20170004646
28/03/2011,9535994
09/11/2016,20180374097
15/12/2016,20180373859
19/12/2016,20180368819
11/07/2018,20180372502
31/08/2018,20180374173
26/06/2018,20180375869
22/06/2017,20180373770
22/06/2017,20180373434
22/06/2017,20180374094
26/06/2017,20180374086
28/02/2018,20180375750
15/06/2018,20180375847
27/06/2018,20180375840
04/09/2018,20180374037
22/06/2018,20180374062
23/06/2017,20180374283
26/06/2017,20180375668
27/04/2015,10162475
20/12/2016,10165318
16/02/2016,10164952
23/08/2018,20180367298
30/07/2018,20180365448
14/06/2018,20180367310
14/06/2017,20180365633
18/05/2018,20180367316
14/06/2017,20180365688
19/06/2017,20180365722
19/08/2018,20180367309
30/07/2018,20180367528
07/05/2018,20180364288
14/06/2017,20180365684
14/06/2018,20180365201
18/06/2018,20180365229
27/08/2018,20180365447
19/06/2017,20180365686
15/06/2017,20180365691
15/06/2018,20180365764
18/10/2016,10158492
16/03/2016,10158480
07/05/2018,20180357675
09/06/2017,20180359096
02/05/2018,20180358295
07/06/2017,20180359089
12/06/2017,20180359095
09/10/2017,20180359097
07/05/2018,20180357715
07/06/2018,20180356236
24/03/2016,10154057
05/07/2016,10152760
03/10/2016,20180352377
30/05/2018,20180351732
26/03/2018,20180349485
05/06/2017,20180349896
01/06/2018,20180349621
06/06/2018,20180352268
22/05/2018,20180349893
23/05/2018,20180349867
22/06/2017,20180349997
04/06/2018,20180349891
27/06/2018,20180349845
30/05/2017,20180351747
29/05/2018,20180349398
06/06/2018,20180349912
29/12/2017,20180345149
15/12/2017,20180349416
06/08/2018,20180349976
06/06/2017,20180349617
14/12/2017,20180350115
30/05/2017,20180352033
04/06/2018,20180351917
30/05/2017,20180349984
15/06/2017,20180349996
03/09/2014,10148984
11/09/2015,10148441
14/04/2016,10148488
31/05/2018,10146792
31/07/2018,20180343128
23/11/2016,20180343114
01/08/2018,20180341648
12/07/2017,20180341915
16/03/2018,20180341931
25/05/2017,20180341930
25/05/2017,20180342036
23/05/2017,20180341775
24/05/2017,20180343175
26/05/2018,20180341945
24/04/2018,20180343120
24/05/2018,20180343126
06/08/2018,20180343307
06/08/2018,20180343266
06/08/2018,20180343339
06/08/2018,20180343306
26/05/2017,20180341910
25/05/2017,20180342171
28/12/2017,20180343110
06/08/2018,20180343305
10/06/2014,10140309
12/07/2018,20180336656
30/07/2018,20180337787
16/05/2017,20180337769
05/06/2018,20180337847
18/05/2017,20180335899
18/05/2018,20180336202
18/05/2018,20180336515
18/05/2017,20180337770
19/05/2017,20180337771
20/09/2017,20180337820
29/07/2018,20180336286
03/07/2017,20180336552
05/04/2018,20180336601
17/05/2018,20180337776
18/05/2017,20180337781
05/06/2018,20180337882
22/05/2017,20180337904
16/05/2018,20180337931
18/05/2017,20180337695
18/06/2014,10133798
07/05/2016,10135616
19/03/2018,10135835
10/08/2018,10135607
20/10/2017,10135834
03/07/2018,20180331837
04/11/2016,20180331832
03/02/2017,20180329799
14/11/2017,20180329945
11/05/2017,20180331821
11/05/2017,20180330343
11/05/2017,20180330078
11/05/2017,20180330079
09/05/2018,20180330348
09/05/2018,20180330349
11/05/2017,20180332011
11/05/2017,20180330342
15/05/2018,20180330120
11/08/2017,20180330407
23/06/2017,20180330125
11/05/2017,20180330077
10/05/2018,20180330385
14/05/2018,20180330365
10/05/2018,20180331835
18/12/2014,10127528
16/06/2014,10127552
16/02/2016,10129032
26/04/2018,10129269
08/11/2016,20180323964
04/05/2017,20180323975
04/05/2017,20180322561
03/05/2017,20180322259
02/05/2017,20180322254
02/05/2017,20180323972
14/12/2017,20180323980
03/05/2017,20180323974
02/11/2017,20180323965
10/07/2018,20180324407
23/02/2018,20180324154
01/11/2017,20180322161
03/05/2017,20180322489
06/05/2017,20180322587
05/05/2017,20180323963
03/07/2018,20180322597
06/05/2017,20180322588
22/05/2014,10120855
04/05/2017,10121186
21/03/2016,10122729
12/07/2016,10122661
11/08/2017,10121019
11/07/2017,10123202
22/02/2018,10121025
21/06/2018,20180315015
31/10/2016,20180315025
28/04/2017,20180315047
28/04/2017,20180315309
19/02/2018,20180314809
26/04/2017,20180315027
01/05/2017,20180315145
26/04/2018,20180315143
01/05/2018,20180315072
07/07/2018,20180315046
30/12/2017,20180316717
06/11/2017,20180313798
01/05/2017,20180315055
26/04/2017,20180314539
26/04/2018,20180315141
28/04/2017,20180315026
07/07/2018,20180316511
01/05/2018,20180316492
27/04/2017,20180316502
03/08/2016,10114969
20/04/2018,20180307868
13/04/2018,20180307437
21/04/2017,20180308072
26/04/2018,20180307859
25/04/2018,20180308046
26/09/2017,20180309567
19/04/2017,20180309581
20/04/2018,20180310020
18/07/2017,20180308091
17/06/2016,10110638
27/01/2017,10108812
15/08/2016,10108954
26/06/2018,20180302417
12/10/2016,20180301051
26/06/2018,20180300507
17/04/2017,20180300693
16/06/2018,20180300694
22/06/2018,20180299852
12/04/2018,20180300772
10/04/2018,20180300761
12/04/2018,20180300741
18/04/2018,20180302222
17/04/2017,20180302215
21/04/2015,10102216
16/05/2016,10102510
02/04/2018,10102265
05/01/2018,10102526
28/02/2018,20180294047
03/04/2018,20180293555
05/04/2017,20180293366
30/03/2018,20180293557
04/04/2018,20180294956
06/04/2018,20180294967
15/06/2018,20180293312
09/04/2018,20180293670
06/04/2017,20180293547
07/04/2017,20180293363
23/03/2018,20180293577
23/03/2018,20180293576
30/03/2018,20180293556
06/03/2018,20180293629
23/03/2018,20180293583
23/03/2018,20180294955
06/03/2018,20180294966
14/06/2018,20180294977
01/07/2016,10097356
08/01/2018,10095992
27/06/2017,10097904
04/06/2018,10095888
07/11/2017,20180285322
05/10/2016,20180287790
07/10/2016,20180285796
03/04/2018,20180285866
29/03/2018,20180285585
30/09/2016,20180285879
30/03/2017,20180288126
04/06/2018,20180286347
23/03/2018,20180285837
26/03/2018,20180285412
21/03/2018,20180285869
27/03/2018,20180285880
14/03/2018,20180287997
23/01/2018,20180285840
31/03/2017,20180285217
04/04/2017,20180285983
31/03/2017,20180285971
30/03/2017,20180285951
04/04/2017,20180285979
29/03/2017,20180287893
29/03/2018,20180284093
06/10/2017,20180285863
28/03/2018,20180285709
31/03/2017,20180285970
02/04/2018,20180285996
25/08/2017,20180285867
02/04/2018,20180285479
29/03/2018,20180285810
04/04/2017,20180285838
05/05/2017,20180285839
04/04/2017,20180287797
04/12/2017,20180288022
28/03/2017,20180287780
31/03/2017,20180287915
12/07/2017,10089398
30/05/2018,20180274943
25/05/2018,20180272886
21/03/2018,20180276668
24/03/2017,20180276663
26/03/2017,20180278647
11/12/2017,20180276600
27/03/2017,20180276625
15/11/2017,20180276055
13/03/2018,20180276777
26/03/2018,20180278427
21/03/2018,20180276626
23/03/2017,20180276632
23/03/2017,20180276662
15/09/2012,10083178
19/09/2016,10084782
05/03/2018,10080498
21/09/2016,20180268395
22/08/2016,20180265375
26/10/2016,20180268930
30/03/2018,20180270138
30/06/2017,20180268479
20/03/2018,20180268382
16/03/2018,20180268401
28/09/2017,20180268494
11/05/2018,20180268116
15/03/2018,20180270065
15/01/2018,20180270058
15/03/2018,20180268506
13/09/2017,20180268386
19/03/2017,20180268491
02/03/2018,20180268436
20/03/2018,20180268944
15/03/2017,20180268504
19/03/2017,20180268152
19/03/2017,20180268151
20/03/2017,20180270244
17/03/2017,20180267539
07/05/2018,20180264347
22/12/2015,10079682
01/09/2016,10079855
11/05/2018,20180262493
20/02/2018,20180260909
07/03/2018,20180262335
08/02/2018,20180261307
10/03/2017,20180260212
10/03/2017,20180260889
15/02/2018,20180260921
12/03/2018,20180262928
10/03/2017,20180262341
08/03/2017,20180260888
06/03/2018,20180257306
15/05/2017,10073960
05/06/2017,10075513
11/08/2017,10075298
02/05/2018,20180255131
08/11/2016,20180254905
22/11/2016,20180253702
04/05/2018,20180255038
02/03/2018,20180254898
02/03/2018,20180253464
06/03/2017,20180253745
05/03/2017,20180253539
03/03/2017,20180255130
07/05/2018,20180253452
01/03/2017,20180255061
03/03/2017,20180255090
01/07/2014,10068228
12/08/2016,20180247302
01/02/2018,20180247191
04/08/2017,20180248896
28/02/2018,20180247258
23/02/2018,20180247386
24/02/2017,20180246969
27/02/2018,20180247376
02/04/2018,20180248981
24/02/2017,20180248880
24/02/2017,20180248886
24/02/2017,20180247072
12/04/2017,20180248845
24/04/2018,20180248699
10/12/2015,10061904
28/03/2016,10063529
28/03/2016,10063572
28/04/2017,10063659
04/07/2016,20180241864
19/08/2016,20180240086
19/08/2016,20180241551
15/05/2017,20180241573
20/02/2018,20180239897
05/02/2018,20180240191
18/04/2018,20180240112
24/04/2018,20180240099
23/02/2018,20180239959
03/01/2018,20180240062
04/04/2018,20180240107
17/02/2017,20180241565
04/04/2018,20180239343
20/02/2018,20180239810
20/04/2018,20180240304
22/02/2017,20180240165
04/04/2018,20180240085
17/02/2017,20180241546
17/10/2014,10055803
25/04/2017,10057065
16/06/2017,10055446
22/09/2017,10055715
19/02/2018,10057243
12/04/2018,20180232819
12/12/2017,20180234241
16/04/2018,20180232828
26/01/2018,20180232739
22/06/2017,20180233000
13/02/2018,20180232803
06/04/2018,20180232817
14/02/2017,20180232731
13/04/2018,20180232526
16/02/2018,20180232693
13/02/2017,20180234413
13/02/2017,20180232413
30/06/2017,20180232539
20/07/2016,20180225466
20/07/2016,20180225469
20/07/2016,20180225611
07/03/2016,20180227293
23/07/2016,20180225638
12/08/2016,20180225639
07/03/2017,20180225447
10/04/2018,20180225693
29/06/2017,20180227275
18/12/2017,20180227116
02/04/2018,20180225194
18/12/2017,20180225660
08/02/2018,20180227259
09/02/2018,20180227131
22/12/2017,20180227119
18/12/2017,20180225640
03/02/2017,10041058
11/02/2015,10042539
13/06/2014,10043174
16/03/2018,10044369
22/07/2016,20180214777
21/11/2017,20180218027
21/11/2017,20180219686
05/12/2017,20180219671
30/11/2017,20180219945
26/01/2018,20180218364
30/01/2018,20180218456
30/01/2018,20180218176
30/01/2017,20180218003
31/01/2018,20180218449
22/01/2018,20180218779
27/01/2017,20180219669
29/01/2018,20180219681
30/01/2017,20180219685
30/01/2017,20180220292
31/01/2018,20180220278
05/07/2017,10038678
24/01/2017,20180211043
24/01/2017,20180211213
19/01/2018,20180211322
23/03/2018,20180211486
24/01/2017,20180211332
12/03/2018,20180211117
24/01/2018,20180211202
19/03/2018,20180211318
25/01/2018,20180211115
22/04/2002,10033700
16/11/2017,20180204271
08/07/2016,20180204192
08/07/2016,20180204191
08/07/2016,20180205537
11/07/2016,20180205555
15/01/2018,20180204034
12/01/2018,20180204190
19/01/2017,20180203604
13/01/2017,20180203931
16/01/2018,20180205725
12/03/2018,20180204195
12/03/2018,20180204111
18/01/2017,20180203992
28/12/2017,20180204213
10/03/2018,20180205552
22/02/2013,10026060
21/05/2015,10026082
16/03/2018,10025797
06/07/2016,20180198609
30/11/2017,20180197007
12/01/2017,20180197186
06/03/2018,20180198626
06/01/2017,20180196684
19/07/2017,20180197159
12/12/2017,20180197155
09/01/2017,20180196878
12/01/2017,20180197173
11/01/2017,20180196694
12/01/2017,20180198624
09/03/2018,20180198631
10/01/2018,20180198794
24/02/2017,10019846
04/09/2015,20180191502
22/12/2017,20180189789
28/12/2017,20180189877
28/12/2017,20180189878
28/12/2017,20180191714
29/12/2017,20180190375
15/02/2018,20180191503
28/02/2018,20180192287
05/01/2017,20180189528
